DATE,USALORSGPNOSTSAM
2006-06-01,101.202774949921
2006-07-01,101.178720985792
2006-08-01,101.172107360522
2006-09-01,101.187894579502
2006-10-01,101.219300977601
2006-11-01,101.255514538873
2006-12-01,101.288503501448
2007-01-01,101.319721556476
2007-02-01,101.355167394972
2007-03-01,101.400817483312
2007-04-01,101.458000379464
2007-05-01,101.52500397038
2007-06-01,101.598084813642
2007-07-01,101.672001024285
2007-08-01,101.739809647621
2007-09-01,101.792828477199
2007-10-01,101.821260490758
2007-11-01,101.81745103359
2007-12-01,101.781106793231
2008-01-01,101.726973305772
2008-02-01,101.671377949476
2008-03-01,101.620257903949
2008-04-01,101.557504662513
2008-05-01,101.455025655175
2008-06-01,101.283798887984
2008-07-01,101.027887293212
2008-08-01,100.682358612433
2008-09-01,100.257217752212
2008-10-01,99.7875044624022
2008-11-01,99.3170474185955
2008-12-01,98.8858411077036
2009-01-01,98.5179736748424
2009-02-01,98.2280432447152
2009-03-01,98.022903401594
2009-04-01,97.8977155353166
2009-05-01,97.8447248725612
2009-06-01,97.8561183753426
2009-07-01,97.9216130498824
2009-08-01,98.0310249908096
2009-09-01,98.1728528959245
2009-10-01,98.3295798335674
2009-11-01,98.4845898515507
2009-12-01,98.6279333814246
2010-01-01,98.7621140820284
2010-02-01,98.8950454847313
2010-03-01,99.0334535531532
2010-04-01,99.1761651644681
2010-05-01,99.3172297945122
2010-06-01,99.4485706419156
2010-07-01,99.562594031028
2010-08-01,99.6519018170082
2010-09-01,99.7100718537435
2010-10-01,99.7340351753507
2010-11-01,99.7240140041
2010-12-01,99.6857169006755
2011-01-01,99.634762134763
2011-02-01,99.5884996650912
2011-03-01,99.5586174578704
2011-04-01,99.5432851221729
2011-05-01,99.5365598684089
2011-06-01,99.5365254497254
2011-07-01,99.5526175397766
2011-08-01,99.5979358989101
2011-09-01,99.6802504944238
2011-10-01,99.7907022540989
2011-11-01,99.9127292084061
2011-12-01,100.028767611401
2012-01-01,100.125970377696
2012-02-01,100.195092157899
2012-03-01,100.23054651573
2012-04-01,100.232290723109
2012-05-01,100.203127550044
2012-06-01,100.148251459218
2012-07-01,100.076848241151
2012-08-01,99.9996313210036
2012-09-01,99.9274459030602
2012-10-01,99.870180892145
2012-11-01,99.8348027161957
2012-12-01,99.8222034444431
2013-01-01,99.822344242738
2013-02-01,99.8226830190716
2013-03-01,99.8155136837716
2013-04-01,99.8051307561879
2013-05-01,99.8006392887052
2013-06-01,99.8088871728378
2013-07-01,99.8268683239626
2013-08-01,99.8459765390519
2013-09-01,99.8554158510081
2013-10-01,99.8454036224604
2013-11-01,99.8113513102775
2013-12-01,99.7592937118772
2014-01-01,99.7128675635351
2014-02-01,99.7004813916616
2014-03-01,99.7421025008784
2014-04-01,99.8335395166906
2014-05-01,99.9585489604291
2014-06-01,100.097131038743
2014-07-01,100.231303269778
2014-08-01,100.347583231332
2014-09-01,100.4397034901
2014-10-01,100.512498314995
2014-11-01,100.574733134758
2014-12-01,100.633215812474
2015-01-01,100.687593920325
2015-02-01,100.733039453081
2015-03-01,100.763161342759
2015-04-01,100.773495200847
2015-05-01,100.760823645662
2015-06-01,100.723866088694
2015-07-01,100.665565883709
2015-08-01,100.590958587122
2015-09-01,100.506551501293
2015-10-01,100.420858381406
2015-11-01,100.341674891847
2015-12-01,100.273465650745
2016-01-01,100.214297613422
2016-02-01,100.159956283139
2016-03-01,100.107367390364
2016-04-01,100.057635145464
2016-05-01,100.014003357944
2016-06-01,99.9796099840356
2016-07-01,99.9548007932878
2016-08-01,99.9383353239379
2016-09-01,99.9278741258059
2016-10-01,99.9198390044566
2016-11-01,99.9105319193082
2016-12-01,99.8970473230598
2017-01-01,99.8782435559274
2017-02-01,99.8548151671108
2017-03-01,99.8297182943236
2017-04-01,99.8088998538796
2017-05-01,99.7994774985384
2017-06-01,99.8076043628249
2017-07-01,99.8355039812367
2017-08-01,99.8831486771822
2017-09-01,99.9484741235177
2017-10-01,100.026132315563
2017-11-01,100.10946844791
2017-12-01,100.191567210324
2018-01-01,100.265850669456
2018-02-01,100.326432420963
2018-03-01,100.368994258674
2018-04-01,100.392606407923
2018-05-01,100.397798665274
2018-06-01,100.385964394211
2018-07-01,100.360064863335
2018-08-01,100.323804894842
2018-09-01,100.281811615417
2018-10-01,100.240551181035
2018-11-01,100.205844849416
2018-12-01,100.180350066589
2019-01-01,100.160583387589
2019-02-01,100.141082891279
2019-03-01,100.118130098446
2019-04-01,100.093426911051
2019-05-01,100.071156764208
2019-06-01,100.055179134223
2019-07-01,100.046057265622
2019-08-01,100.042873131259
2019-09-01,100.044530377067
2019-10-01,100.050613202741
2019-11-01,100.060968055803
2019-12-01,100.074953679374
2020-01-01,100.090369350483
2020-02-01,100.104318498783
2020-03-01,95.3545330742522
2020-04-01,92.3977105529435
2020-05-01,90.8552358668115
2020-06-01,92.521456296762
2020-07-01,94.1799922011392
2020-08-01,95.8251933597639
2020-09-01,95.9550037042396
2020-10-01,96.080466907318
2020-11-01,96.2024145099768
2020-12-01,96.4539626070071
2021-01-01,96.7044264125801
2021-02-01,96.9535088117476
